,Parent Isotope,Mean Power Density Over 100 years (watts per gram)
3184,221Ac,2.5572363851925412e-51
3154,104Sr,2.1138631807613535e-51
2128,100Rb,1.054682609795198e-51
1687,122Rh,2.8405158435682103e-52
1530,82Nb,1.7161515814474185e-52
142,140Sn,1.4413279983581308e-52
676,129Ag,9.123358414897452e-53
1554,94Se,8.58557918515859e-53
926,149Xe,7.4320252627453275e-53
1075,59Cr,4.570763669599862e-53
1724,46S,4.037334015751124e-53
2880,78Zr,6.072049226249859e-54
2604,86Ru,5.507207437761499e-54
2849,87Ru,5.443906202844701e-54
2137,126Pd,1.8060303342545944e-54
191,86Ga,1.6356629392346993e-54
508,61V,1.2143478144540765e-54
1079,42P,1.1914683714145784e-54
2207,158Ta,3.613123942363037e-55
232,211Th,1.4498494113037154e-56
1785,19C,8.509865008710795e-57
2719,67Mn,5.362130241211966e-57
1321,200Fr,1.6902054160451683e-57
136,30Na,2.1409416312346044e-58
2622,115Mo,1.3245080933706148e-58
1973,92As,5.0494038165239765e-59
1373,57Zn,1.9665806482491826e-59
766,171Pt,1.014084544519501e-59
280,34Mg,8.836375385325907e-60
111,117Tc,8.529863384932684e-60
2709,48Fe,6.173364355091058e-60
1730,120Ru,5.322801986955661e-60
2437,70Kr,1.5365046459442652e-60
1360,150Lu,7.170355014406571e-61
585,79Ni,6.39741380759212e-61
373,26P,3.0364224878756395e-62
2586,112Zr,3.0071081780111695e-62
2481,29Na,1.886999571416563e-62
688,98Kr,1.4942563898262955e-62
2534,64Cr,5.413481560665377e-63
1980,44Cr,9.362491612002857e-64
1555,73Co,3.530748192476165e-64
1828,123Rh,3.134297604582743e-64
3159,23Si,2.6720661886201286e-64
1288,39Si,1.3816317631718886e-64
2028,33Al,1.0235497151306862e-64
2609,52Ni,1.6845116698025602e-65
1775,130Ag,2.1646176895299435e-66
1363,97Br,2.2404146401620545e-67
1729,61Ge,1.6685179437086006e-67
1277,260Bh,1.3511129510663175e-67
410,99Kr,8.636035157663243e-68
1822,52Ar,5.8109249917333695e-68
1033,150Xe,4.506861374456605e-68
1104,85Zn,3.825773680522811e-68
2348,105Sr,1.2448271423819697e-69
2479,50Co,1.0199452516243328e-70
1767,35Al,4.229521129853016e-71
43,181Pb,3.5033011067312158e-71
674,127Pd,2.093375071187226e-71
485,112Nb,2.0370992723257602e-71
3053,110Zr,2.89614482414414e-73
3007,102Rb,3.007753955808491e-74
2916,187Bi,4.80758975542173e-75
124,43P,5.547881274497356e-76
2113,46Mn,3.1805721459642635e-76
2508,97In,2.6174690103563174e-77
63,203Ra,1.250711793125925e-77
811,49Cl,9.940052818216477e-78
1706,104Rb,9.406789209318593e-78
1389,128Pd,4.982878037025459e-78
583,131Ag,4.170259088112422e-78
1067,226Np,1.415055928079905e-79
974,218Rn,3.817164875637634e-80
1165,71Fe,3.0437997373396135e-80
1433,82Cu,7.307278598556236e-81
2889,62V,4.1360225527055145e-81
2064,65Se,1.6330255980136685e-81
345,28Na,1.073026805711134e-81
2399,68Mn,3.8725614309713725e-82
503,107Y,3.6973921940979217e-82
2084,217At,2.81550313804097e-83
3046,32Al,2.252039626678753e-83
1583,56Zn,2.5773505840443713e-86
2162,116Mo,1.8489664794976382e-86
1903,101Rb,1.291789162993846e-86
2032,113Nb,6.174670900081062e-87
1842,192Po,4.005858694931669e-87
655,91Pd,1.1074751954054435e-87
2271,95Cd,1.0608446608620566e-87
512,212Th,1.2356348636535267e-88
756,74Co,5.446019326463789e-89
1974,40Si,3.9226728022590516e-89
1301,129Pd,2.5128214479564842e-89
560,27Ne,5.1917327887974815e-90
823,275Mt,1.0480347343387367e-90
198,207Ac,4.6410555868462583e-91
2428,43Si,3.799431365662228e-92
2211,48Cl,3.70512007551927e-92
398,81Ni,3.4606120490388735e-92
1204,90Ge,2.5320951611630484e-92
1701,132Ag,2.482331615995412e-92
2497,157La,1.40080905133158e-92
1154,51Ar,5.451875490318903e-93
2538,53K,5.331699958797333e-93
2558,80Ni,4.24807613848071e-93
2473,108Y,3.654184737738728e-93
1157,118Tc,3.335938980804633e-93
939,124Rh,2.3068694836434546e-93
4,82Mo,7.01668577997934e-94
1203,98In,5.871104428145979e-94
3158,113Ba,5.091754282816867e-94
2505,87Ga,1.5811301401175965e-95
1525,121Ru,4.459235928274026e-96
601,167Ir,2.8263899040820677e-96
1182,90Rh,4.585025244777254e-97
2466,193At,2.1380946737303254e-97
699,22Si,7.791018124287786e-98
1233,59Ti,4.133230152781982e-98
1891,39Ti,8.126989046734645e-99
140,127Rh,1.482387741487199e-99
1305,76Y,5.51714836257009e-101
2478,172Au,4.8756194832014746e-101
2953,69Kr,2.5112499205009608e-101
457,65Cr,1.9335180041593983e-101
2041,74Sr,1.5900808714243894e-102
940,130Pd,1.4979658629311951e-103
1218,94Ag,9.645981281254872e-105
2937,75Co,1.7211810960312002e-105
2909,125Rh,3.641460079605726e-106
1844,108I,2.5112377300059424e-107
1671,220Ac,2.072324785438401e-107
2422,56Sc,7.320617360979741e-108
1310,216Th,5.7050393687652694e-108
266,103Rb,2.852037515235072e-108
593,291Lv,1.6664608650370396e-109
2637,35Ca,3.119635280443076e-110
2262,173Au,1.5341366454057676e-111
2364,73Sr,2.1368184889337626e-112
1173,107Sr,1.4440905494498242e-112
1606,109Y,1.0187167060943489e-112
1995,122Ru,2.8628505343204653e-113
2871,280Ds,8.217880816201527e-114
1601,293Ts,4.023677130408703e-114
2208,206Ac,2.8614985417712372e-114
1004,47S,4.2241331975934856e-117
2650,66Cr,4.945450116564814e-118
889,111Zr,4.1741243325155955e-118
2667,99Sn,5.961941732592186e-119
2920,51Ni,1.0305295154669421e-119
165,76Co,5.837217348301854e-123
480,115Nb,5.156391109355132e-123
1527,22N,2.89758812770771e-123
1570,156Hf,2.7795198149064938e-124
1051,83Mo,2.6120788622012835e-124
702,268Mt,1.61792944449781e-124
2452,219Fr,1.5011326150681219e-124
908,64Se,1.6634030167057865e-126
2507,60Ti,2.1438010704761467e-127
270,69Mn,9.071993968037119e-128
2913,119Tc,1.9807094489089702e-128
475,117Mo,1.1496307100126766e-128
2903,121Tc,5.7169414680506804e-129
1044,55Ca,2.2772128318730506e-129
1754,57Sc,2.2104754290326128e-129
2270,191Po,2.6678214511037718e-130
2140,47Fe,1.2919271531417965e-130
1674,117La,2.833042710887214e-132
826,12Be,1.569242181563441e-132
2442,68Kr,1.1160859124412097e-132
1458,83Cu,4.656654370459416e-135
2409,106Sr,2.466655801595471e-135
2306,43Cr,9.003341474436142e-136
1628,118Mo,5.408569438446702e-136
3091,120Tc,4.706067091661907e-136
487,238Cf,1.6266541319359419e-136
2983,60Ge,1.3564740677393777e-136
917,260Rf,1.2476503830292938e-136
567,164Os,9.925420007849104e-137
2083,12B,1.4829143894088355e-141
469,176Hg,1.0908927497660559e-141
1689,41Si,7.701297346724838e-142
98,131Pd,2.318281972021139e-142
841,96Br,9.638277031700354e-143
2782,53Ar,6.483024824453751e-143
265,70Mn,7.187230557766829e-144
2639,201Ra,2.8918458455830027e-144
610,227Am,2.5606212112871519e-144
1880,274Rg,2.1213905655554143e-144
1825,55Zn,3.221215634805738e-145
767,63V,6.225190657965871e-146
400,213Rn,2.2832322108196152e-147
438,126Rh,1.5307733567627996e-150
964,28Ne,1.2631067701957243e-150
1869,123Ru,1.2552039996722286e-150
2614,44P,7.802376492012156e-155
825,50Ni,7.858519147876806e-156
2215,220Ra,2.776734055630906e-159
2444,177Tl,6.8907544162174804e-161
622,131Eu,1.2437486818255407e-162
839,13B,6.405204338622901e-168
1574,72Fe,6.482656645478772e-169
369,114Nb,1.141311617163148e-169
2339,152Cs,8.517660134711618e-170
2138,214Pa,8.771387371137396e-171
2536,31Na,7.201050059219476e-171
2961,27S,1.802472801110342e-177
2700,82Ni,4.059560339928721e-180
2464,20C,3.3361051615178536e-180
981,71Mn,2.9613465679647754e-180
1449,276Ds,1.8567093463080158e-181
832,292Lv,1.1699812319201194e-181
1608,210Th,8.13415523144464e-182
672,289Lv,5.910631829077419e-182
1816,61Ti,2.3711202250010715e-192
215,98Br,1.946586280891263e-192
701,77Co,1.337827636320423e-192
1588,64V,4.0602099786111864e-193
170,113Zr,3.6599477448500125e-193
794,124Ru,2.5137102620232576e-193
141,31Ar,1.683768167428527e-193
2185,198Fr,2.6362026863779973e-194
1533,186Bi,1.104100586823491e-196
1806,29Ne,5.884179295197807e-197
300,65V,1.095601375448939e-206
371,215Pa,2.4067836323804914e-208
700,23N,1.272552436706055e-208
2130,170Pt,3.812282631245634e-209
1669,42Cr,3.125758981156463e-219
730,59Ge,2.2251165628571433e-219
0,63Se,4.050023327902615e-221
1935,32Na,5.565243652185632e-224
1078,122Tc,4.56024878130942e-224
1938,46Fe,1.746476367855941e-224
2515,109Xe,7.370450726731493e-225
579,253Rf,3.1754115779198926e-225
1992,73Fe,2.5642190912809483e-225
2234,261Bh,7.531204389523146e-229
912,42Si,9.195861538179816e-233
382,258Rf,5.262423175942698e-234
1460,14B,5.983951722643012e-235
2923,119Mo,3.4531693122786397e-242
2031,72Mn,1.578637635760399e-242
1430,73Mn,9.283954186381891e-243
1705,116Nb,8.440797133361357e-243
1636,59Sc,6.475173031974349e-243
1196,125Ru,4.749340289217877e-243
850,58Sc,3.7157059472257084e-243
1653,100Kr,3.4319632754748493e-243
499,277Hs,7.705677287476829e-244
1312,121Pr,3.631639132895738e-244
2400,192At,2.959281871391655e-255
160,37Al,3.107832578946827e-256
558,35Mg,4.77863554863841e-258
1770,78Co,6.635319408633906e-265
2692,56Ca,2.4000438376974989e-265
2326,67Cr,1.537673291419857e-265
1340,12N,1.2509002122710818e-265
2177,166Ir,8.808412943504452e-280
2242,262Sg,1.5422642461918533e-285
357,15B,9.69804370779228e-288
2355,175Hg,1.5896959716577302e-288
2295,157Ta,4.2825982541617076e-291
2089,45P,3.876828655900171e-292
971,66V,3.3955950875560387e-292
1811,48S,2.3609544466643225e-292
1609,60Sc,1.8237607106591077e-292
1091,63Ti,4.9606086246644135e-293
217,40Al,4.368937541129359e-293
85,55K,3.8200065160625204e-293
152,50Cl,3.5033512788311225e-293
67,54K,3.264487587289751e-293
2246,68Cr,3.1047718036289423e-293
150,90Pd,3.946034247317163e-294
2673,226Pu,3.1428591350313685e-294
652,116La,3.061578295332281e-294
752,133Gd,2.6702487387860503e-294
1073,267Mt,2.6602478071801097e-294
2605,274Ds,2.59228527196018e-294
1740,275Ds,2.5828587800621426e-294
358,276Rg,2.5735005960764106e-294
171,223Am,1.5925698755988548e-294
2186,280Nh,1.2683681509233736e-294
1392,292Ts,1.2162434323922763e-294
3037,216Fr,0.0
2194,225Pu,0.0
2221,224Pu,0.0
92,5Li,0.0
116,172Hg,0.0
2525,272Rg,0.0
3168,144Tm,0.0
2514,141Ho,0.0
486,254Rf,0.0
3166,10He,0.0
2451,36Mg,0.0
248,162Os,0.0
101,77Zr,0.0
2382,279Cn,0.0
2447,225Np,0.0
2209,219Th,0.0
251,217Th,0.0
2267,58K,0.0
74,61Ca,0.0
538,197Fr,0.0
2426,279Nh,0.0
2427,16Be,0.0
607,108Xe,0.0
603,284Fl,0.0
3188,59K,0.0
10,45Fe,0.0
599,251Lr,0.0
597,30Ne,0.0
3186,8C,0.0
16,67V,0.0
3025,161Re,0.0
2533,222Pa,0.0
584,213At,0.0
3115,223Np,0.0
42,293Og,0.0
282,265Mt,0.0
2411,106Te,0.0
2181,32Ne,0.0
51,62Ti,0.0
60,258Sg,0.0
2285,277Rg,0.0
546,195Rn,0.0
2512,165Ir,0.0
541,294Og,0.0
81,278Rg,0.0
2372,67Kr,0.0
464,277Ds,0.0
619,28F,0.0
247,215Po,0.0
426,159W,0.0
2249,273Ds,0.0
2321,161Os,0.0
418,47P,0.0
2250,54Ar,0.0
173,193Rn,0.0
413,171Hg,0.0
405,7He,0.0
404,42Al,0.0
3140,105Te,0.0
349,216Rn,0.0
177,242Fm,0.0
178,14Be,0.0
243,9B,0.0
2462,258No,0.0
2350,266Mt,0.0
238,18Na,0.0
2340,21B,0.0
393,278Cn,0.0
228,29Cl,0.0
223,13O,0.0
2496,135Tb,0.0
3085,223Pa,0.0
2335,113Cs,0.0
2495,4H,0.0
430,41Al,0.0
2275,191At,0.0
3120,223Pu,0.0
2365,280Cn,0.0
2368,216At,0.0
465,265Hs,0.0
3088,282Cn,0.0
128,26F,0.0
2455,291Ts,0.0
2276,180Pb,0.0
3059,38Mg,0.0
137,221Pa,0.0
463,221Np,0.0
306,26O,0.0
3062,52Cl,0.0
3153,170Hg,0.0
2361,278Nh,0.0
309,8Be,0.0
321,37Mg,0.0
3119,140Ho,0.0
2286,218Fr,0.0
157,165Pt,0.0
331,33Na,0.0
2504,4Li,0.0
448,169Au,0.0
442,199Fr,0.0
3098,224Am,0.0
440,163Os,0.0
296,93Ag,0.0
2725,224Np,0.0
628,17B,0.0
1278,215U,0.0
1198,268Ds,0.0
1755,130Eu,0.0
1750,27F,0.0
1734,31Ne,0.0
1715,31F,0.0
1710,166Pt,0.0
1249,290Lv,0.0
2815,81Mo,0.0
1697,260Sg,0.0
1764,128Rh,0.0
1679,39Na,0.0
1297,49S,0.0
1304,249No,0.0
1309,211Pa,0.0
1313,214At,0.0
2676,142Er,0.0
1327,212Po,0.0
1345,275Rg,0.0
2832,267Ds,0.0
1766,29F,0.0
2680,20B,0.0
2851,48Ni,0.0
1815,10N,0.0
1087,13Li,0.0
1807,85Ru,0.0
2635,277Cn,0.0
2858,220Np,0.0
1111,218Th,0.0
1117,51Cl,0.0
1123,215Ra,0.0
1129,57Ca,0.0
2836,76Fe,0.0
1793,60Ca,0.0
1132,54Zn,0.0
1783,107I,0.0
1140,187Po,0.0
1141,16F,0.0
1143,15Ne,0.0
1773,219Np,0.0
1191,241Fm,0.0
2794,224U,0.0
1350,37Na,0.0
632,11Li,0.0
1507,221Pu,0.0
1471,186Po,0.0
1585,164Ir,0.0
1488,92Ag,0.0
2749,19Mg,0.0
2712,188Po,0.0
2747,250No,0.0
1489,44Si,0.0
1580,75Y,0.0
1573,13Be,0.0
1452,12O,0.0
1508,196Rn,0.0
2740,160Re,0.0
1566,217Pa,0.0
1514,218Pa,0.0
1516,158W,0.0
1564,112Cs,0.0
1537,222U,0.0
2724,221Th,0.0
1592,69Cr,0.0
1445,19B,0.0
1658,216U,0.0
1377,46P,0.0
1352,5He,0.0
1354,11O,0.0
2787,178Pb,0.0
1652,223U,0.0
1646,155Ta,0.0
1629,38Al,0.0
1366,194Rn,0.0
2689,43Al,0.0
2693,273Rg,0.0
1,5H,0.0
1611,72Rb,0.0
1397,220Pa,0.0
1399,35Na,0.0
1416,176Tl,0.0
1417,219U,0.0
2703,34Ne,0.0
1437,218U,0.0
1438,57K,0.0
1076,174Hg,0.0
1847,222Th,0.0
1857,258Fm,0.0
791,217Ra,0.0
2976,7H,0.0
754,208Th,0.0
758,213Po,0.0
2086,34Na,0.0
769,45Si,0.0
773,212Pa,0.0
783,168Pt,0.0
790,270Ds,0.0
799,215Rn,0.0
750,220U,0.0
800,222Pu,0.0
1548,214Po,0.0
2076,263Hs,0.0
2073,179Pb,0.0
2066,217Ac,0.0
2061,159Re,0.0
2048,221U,0.0
2951,256Rf,0.0
751,6Be,0.0
2099,11N,0.0
1059,218Ra,0.0
677,169Pt,0.0
2169,75Fe,0.0
644,225Am,0.0
649,216Ac,0.0
2164,64Ti,0.0
2161,6H,0.0
669,190Po,0.0
671,215At,0.0
2141,219Pa,0.0
2999,189Po,0.0
2103,244Fm,0.0
2139,145Tm,0.0
2997,185Bi,0.0
2993,39Al,0.0
2133,15Be,0.0
713,9He,0.0
2988,226Am,0.0
717,109I,0.0
2552,167Pt,0.0
828,70Cr,0.0
831,15F,0.0
2947,65Ti,0.0
1017,214Rn,0.0
1876,220Th,0.0
995,25O,0.0
2895,96In,0.0
2894,56K,0.0
1875,61Sc,0.0
1873,74Fe,0.0
2891,217Fr,0.0
1871,219Ra,0.0
1038,62Sc,0.0
862,217U,0.0
2885,59Ca,0.0
1040,22C,0.0
2882,184Bi,0.0
1868,40Mg,0.0
2619,214Fr,0.0
1055,171Au,0.0
1056,219Ac,0.0
1058,269Ds,0.0
987,222Np,0.0
968,213Pa,0.0
2905,96Cd,0.0
2606,216Ra,0.0
875,14F,0.0
876,101Kr,0.0
877,276Cn,0.0
1991,107Te,0.0
906,10Li,0.0
1985,170Au,0.0
916,7B,0.0
919,111Cs,0.0
2587,63Sc,0.0
927,202Ra,0.0
2922,58Ca,0.0
931,218Ac,0.0
933,266Hs,0.0
2590,88Rh,0.0
1971,215Fr,0.0
1962,49Ni,0.0
1920,217Rn,0.0
2080,173Hg,0.0
