,N,Z,A,Elt.,Orig.,Mass excess (keV),Mass excess (uncertainty),Binding energy per nucleon (keV),Binding energy per nucleon (uncertainty),Beta-decay Type,Beta-decay energy (keV),Beta-decay energy (uncertainty),Atomic mass (μu),Atomic mass (uncertainty)
3060,140,86.0,226.0,Rn,NA,28747.194,10.477,7646.4108,0.0464,B-,1226.6542,12.1895,226.03086138,11.247
3061,139,87.0,226.0,Fr,NA,27520.539,6.230,7648.3768,0.0276,B-,3852.9638,6.5215,226.029544512,6.688
3062,138,88.0,226.0,Ra,NA,23667.576,1.927,7661.9636,0.0085,B-,-641.6252,3.2730,226.025408186,2.068
3063,137,89.0,226.0,Ac,NA,24309.201,3.100,7655.6628,0.0137,B-,1111.5517,4.5626,226.026096999,3.327
3064,136,90.0,226.0,Th,NA,23197.649,4.481,7657.1195,0.0198,B-,-2835.9504,11.9702,226.024903699,4.810
3065,135,91.0,226.0,Pa,-a,26033.600,11.213,7641.1093,0.0496,B-,-1295.1978,15.6747,226.027948217,12.037
3066,134,92.0,226.0,U,-a,27328.797,11.071,7631.9166,0.0490,B-,-5488.0792,102.6485,226.029338669,11.884
3067,133,93.0,226.0,Np,-a,32816.877,102.063,7604.1714,0.4516,B-,-2813.0,225#,226.035230364,109.568
3068,132,94.0,226.0,Pu,x,35630#,200#,7588#,1#,B-,-7340.0,361#,226.03825,215#
3069,131,95.0,226.0,Am,x,42970#,300#,7552#,1#,B-,*,NA,226.04613,322#
3070,143,84.0,227.0,Po,x,42281#,401#,7596#,2#,B-,4850.0,500#,227.04539,430#
3071,142,85.0,227.0,At,x,37430#,300#,7613#,1#,B-,4544.0,300#,227.040183,322#
3072,141,86.0,227.0,Rn,NA,32885.835,14.091,7630.0508,0.0621,B-,3203.3894,15.2755,227.035304393,15.127
3073,140,87.0,227.0,Fr,NA,29682.445,5.898,7640.7162,0.0260,B-,2504.9813,6.2112,227.031865413,6.332
3074,139,88.0,227.0,Ra,-n,27177.464,1.946,7648.3048,0.0086,B-,1327.9489,2.2622,227.029176205,2.089
3075,138,89.0,227.0,Ac,NA,25849.515,1.926,7650.7084,0.0085,B-,44.7559,0.8297,227.027750594,2.068
3076,137,90.0,227.0,Th,NA,25804.759,2.088,7647.4591,0.0092,B-,-1025.6117,7.2815,227.027702546,2.241
3077,136,91.0,227.0,Pa,-a,26830.371,7.263,7639.4945,0.0320,B-,-2214.6629,11.1118,227.028803586,7.797
3078,135,92.0,227.0,U,-a,29045.034,8.510,7626.2918,0.0375,B-,-3533.9848,77.4417,227.031181124,9.136
3079,134,93.0,227.0,Np,-a,32579.018,76.989,7607.2771,0.3392,B-,-4191.0,126#,227.034975012,82.651
3080,133,94.0,227.0,Pu,x,36770#,100#,7585#,0#,B-,-5410.0,224#,227.039474,107#
3081,132,95.0,227.0,Am,x,42180#,200#,7558#,1#,B-,*,NA,227.045282,215#
3082,143,85.0,228.0,At,x,41880#,400#,7596#,2#,B-,6637.0,400#,228.04496,429#
3083,142,86.0,228.0,Rn,NA,35243.466,17.677,7621.6457,0.0775,B-,1859.2451,18.9157,228.037835415,18.977
3084,141,87.0,228.0,Fr,NA,33384.221,6.732,7626.3689,0.0295,B-,4444.027,7.0210,228.035839433,7.226
3085,140,88.0,228.0,Ra,+a,28940.194,1.995,7642.4289,0.0088,B-,45.5402,0.6344,228.031068574,2.141
3086,139,89.0,228.0,Ac,-,28894.654,2.093,7639.1973,0.0092,B-,2123.7545,2.6446,228.031019685,2.247
3087,138,90.0,228.0,Th,NA,26770.899,1.806,7645.0807,0.0079,B-,-2152.6993,4.3399,228.028739741,1.938
3088,137,91.0,228.0,Pa,-a,28923.599,4.340,7632.2076,0.0190,B-,-296.402,14.0858,228.031050758,4.659
3089,136,92.0,228.0,U,-a,29220.001,13.474,7627.4763,0.0591,B-,-4605.0,101#,228.031368959,14.465
3090,135,93.0,228.0,Np,-a,33825#,100#,7604#,0#,B-,-2283.0,103#,228.036313,108#
3091,134,94.0,228.0,Pu,-a,36107.809,23.352,7590.4039,0.1024,B-,-6742.0,202#,228.038763325,25.069
3092,133,95.0,228.0,Am,x,42850#,200#,7557#,1#,B-,*,NA,228.046001,215#
3093,144,85.0,229.0,At,x,44890#,400#,7585#,2#,B-,5527.0,400#,229.048191,429#
3094,143,86.0,229.0,Rn,x,39362.400,13.041,7605.6227,0.0569,B-,3694.1465,13.9670,229.042257272,14.000
3095,142,87.0,229.0,Fr,NA,35668.253,5.001,7618.3380,0.0218,B-,3106.2907,16.2305,229.038291443,5.368
3096,141,88.0,229.0,Ra,x,32561.963,15.441,7628.4862,0.0674,B-,1872.0266,19.6229,229.034956703,16.576
3097,140,89.0,229.0,Ac,x,30689.936,12.109,7633.2446,0.0529,B-,1104.4191,12.3458,229.032947,13.000
3098,139,90.0,229.0,Th,NA,29585.517,2.404,7634.6510,0.0105,B-,-311.331,3.7152,229.031761357,2.581
3099,138,91.0,229.0,Pa,NA,29896.848,3.280,7629.8752,0.0143,B-,-1313.7716,6.6554,229.032095585,3.521
3100,137,92.0,229.0,U,-a,31210.620,5.938,7620.7218,0.0259,B-,-2590.7577,101.3342,229.033505976,6.374
3101,136,93.0,229.0,Np,-a,33801.378,101.177,7605.9921,0.4418,B-,-3593.5462,117.9433,229.036287269,108.618
3102,135,94.0,229.0,Pu,-a,37394.924,60.633,7586.8834,0.2648,B-,-4785.4899,122.4147,229.040145099,65.092
3103,134,95.0,229.0,Am,-a,42180.414,106.348,7562.5697,0.4644,B-,*,NA,229.045282534,114.169
3104,144,86.0,230.0,Rn,x,42170#,200#,7595#,1#,B-,2683.0,200#,230.045271,215#
3105,143,87.0,230.0,Fr,NA,39486.769,6.541,7603.7052,0.0284,B-,4970.4627,12.1984,230.042390787,7.022
3106,142,88.0,230.0,Ra,x,34516.306,10.296,7621.9144,0.0448,B-,677.9196,18.8884,230.037054776,11.053
3107,141,89.0,230.0,Ac,x,33838.386,15.835,7621.4604,0.0689,B-,2975.8745,15.8815,230.036327,17.000
3108,140,90.0,230.0,Th,NA,30862.512,1.209,7630.9974,0.0053,B-,-1311.0313,2.8334,230.033132267,1.297
3109,139,91.0,230.0,Pa,NA,32173.543,3.038,7621.8958,0.0132,B-,558.5262,4.5919,230.034539717,3.261
3110,138,92.0,230.0,U,-a,31615.017,4.509,7620.9227,0.0196,B-,-3621.5986,55.1683,230.033940114,4.841
3111,137,93.0,230.0,Np,-a,35236.615,55.007,7601.7751,0.2392,B-,-1695.5543,56.8505,230.03782806,59.051
3112,136,94.0,230.0,Pu,-a,36932.170,14.451,7591.0016,0.0628,B-,-5940.0,144#,230.039648313,15.514
3113,135,95.0,230.0,Am,-a,42872#,143#,7562#,1#,B-,*,NA,230.046025,153#
3114,145,86.0,231.0,Rn,x,46550#,300#,7579#,1#,B-,4469.0,300#,231.049973,322#
3115,144,87.0,231.0,Fr,x,42080.575,7.731,7594.5009,0.0335,B-,3864.0868,13.7495,231.045175353,8.300
3116,143,88.0,231.0,Ra,NA,38216.488,11.370,7607.8418,0.0492,B-,2453.6351,17.3014,231.041027085,12.206
3117,142,89.0,231.0,Ac,x,35762.853,13.041,7615.0768,0.0565,B-,1947.0425,13.0976,231.038393,14.000
3118,141,90.0,231.0,Th,NA,33815.811,1.217,7620.1188,0.0053,B-,391.4727,1.4598,231.036302764,1.306
3119,140,91.0,231.0,Pa,NA,33424.338,1.771,7618.4267,0.0077,B-,-381.6138,2.0325,231.0358825,1.901
3120,139,92.0,231.0,U,-a,33805.952,2.670,7613.3879,0.0116,B-,-1817.7347,51.1839,231.03629218,2.866
3121,138,93.0,231.0,Np,-a,35623.686,51.154,7602.1321,0.2214,B-,-2684.8905,55.6931,231.038243598,54.916
3122,137,94.0,231.0,Pu,-a,38308.577,22.061,7587.1224,0.0955,B-,-4101.0,301#,231.041125946,23.683
3123,136,95.0,231.0,Am,x,42410#,300#,7566#,1#,B-,-4860.0,424#,231.045529,322#
3124,135,96.0,231.0,Cm,x,47270#,300#,7542#,1#,B-,*,NA,231.050746,322#
3125,145,87.0,232.0,Fr,x,46072.834,13.972,7579.3481,0.0602,B-,5575.8791,16.7023,232.049461219,15.000
3126,144,88.0,232.0,Ra,NA,40496.955,9.151,7600.0099,0.0394,B-,1342.5322,15.9313,232.043475267,9.823
3127,143,89.0,232.0,Ac,x,39154.423,13.041,7602.4245,0.0562,B-,3707.7131,13.1181,232.042034,14.000
3128,142,90.0,232.0,Th,NA,35446.71,1.421,7615.0338,0.0061,B-,-499.8388,7.7338,232.038053606,1.525
3129,141,91.0,232.0,Pa,+,35946.549,7.645,7609.5072,0.0330,B-,1337.1034,7.4278,232.038590205,8.206
3130,140,92.0,232.0,U,NA,34609.445,1.808,7611.8984,0.0078,B-,-2750.0,100#,232.037154765,1.941
3131,139,93.0,232.0,Np,-,37359#,100#,7597#,0#,B-,-1001.0,101#,232.040107,107#
3132,138,94.0,232.0,Pu,-a,38360.915,16.885,7588.9839,0.0728,B-,-5059.0,300#,232.041182133,18.126
3133,137,95.0,232.0,Am,x,43420#,300#,7564#,1#,B-,-2913.0,361#,232.046613,322#
3134,136,96.0,232.0,Cm,-a,46333#,201#,7548#,1#,B-,*,NA,232.04974,216#
3135,146,87.0,233.0,Fr,x,48920.052,19.561,7569.2398,0.0840,B-,4585.9906,21.3694,233.052517833,21.000
3136,145,88.0,233.0,Ra,NA,44334.062,8.603,7585.5644,0.0369,B-,3026.0244,15.6228,233.04759457,9.235
3137,144,89.0,233.0,Ac,x,41308.037,13.041,7595.1939,0.0560,B-,2576.395,13.1184,233.044346,14.000
3138,143,90.0,233.0,Th,NA,38731.642,1.424,7602.8937,0.0061,B-,1242.232,1.1224,233.041580126,1.528
3139,142,91.0,233.0,Pa,NA,37489.41,1.336,7604.8675,0.0057,B-,570.2993,1.9750,233.040246535,1.433
3140,141,92.0,233.0,U,NA,36919.111,2.254,7603.9574,0.0097,B-,-1029.4197,51.0050,233.039634294,2.420
3141,140,93.0,233.0,Np,-a,37948.531,50.981,7596.1816,0.2188,B-,-2103.3047,74.3811,233.040739421,54.729
3142,139,94.0,233.0,Pu,-a,40051.836,54.178,7583.7968,0.2325,B-,-3233.0,126#,233.042997411,58.162
3143,138,95.0,233.0,Am,-a,43285#,114#,7567#,0#,B-,-4008.0,140#,233.046468,123#
3144,137,96.0,233.0,Cm,-a,47293.340,81.095,7546.0020,0.3480,B-,-5478.0,247#,233.050771485,87.059
3145,136,97.0,233.0,Bk,-a,52771#,233#,7519#,1#,B-,*,NA,233.056652,250#
3146,146,88.0,234.0,Ra,x,46930.629,8.383,7576.5439,0.0358,B-,2089.4348,16.2945,234.0503821,9.000
3147,145,89.0,234.0,Ac,x,44841.195,13.972,7582.1297,0.0597,B-,4228.2364,14.2103,234.048139,15.000
3148,144,90.0,234.0,Th,+a,40612.958,2.589,7596.8557,0.0111,B-,274.0882,3.1716,234.043599801,2.779
3149,143,91.0,234.0,Pa,IT,40338.870,4.094,7594.6837,0.0175,B-,2193.9105,3.9998,234.043305555,4.395
3150,142,92.0,234.0,U,NA,38144.959,1.129,7600.7160,0.0048,B-,-1809.8462,8.3205,234.040950296,1.212
3151,141,93.0,234.0,Np,-,39954.806,8.397,7589.6382,0.0359,B-,-395.1807,10.7522,234.042893245,9.014
3152,140,94.0,234.0,Pu,-a,40349.986,6.798,7584.6061,0.0291,B-,-4112.0,160#,234.043317489,7.298
3153,139,95.0,234.0,Am,-a,44462#,160#,7564#,1#,B-,-2261.0,161#,234.047731,172#
3154,138,96.0,234.0,Cm,-a,46722.411,17.078,7550.6868,0.0730,B-,-6673.0,154#,234.050158568,18.333
3155,137,97.0,234.0,Bk,-a,53395#,153#,7519#,1#,B-,*,NA,234.057322,164#
3156,147,88.0,235.0,Ra,x,51130#,300#,7561#,1#,B-,3773.0,300#,235.05489,322#
3157,146,89.0,235.0,Ac,x,47357.160,13.972,7573.5051,0.0595,B-,3339.4064,19.1127,235.05084,15.000
3158,145,90.0,235.0,Th,x,44017.754,13.041,7584.3862,0.0555,B-,1728.8531,19.1127,235.047255,14.000
3159,144,91.0,235.0,Pa,x,42288.901,13.972,7588.4139,0.0595,B-,1370.1184,14.0169,235.045399,15.000
3160,143,92.0,235.0,U,NA,40918.782,1.116,7590.9151,0.0048,B-,-124.2619,0.8524,235.043928117,1.198
3161,142,93.0,235.0,Np,NA,41043.044,1.388,7587.0571,0.0059,B-,-1139.3021,20.4992,235.044061518,1.490
3162,141,94.0,235.0,Pu,-a,42182.346,20.521,7578.8799,0.0873,B-,-2442.2558,56.5932,235.045284609,22.030
3163,140,95.0,235.0,Am,-a,44624.602,52.780,7565.1582,0.2246,B-,-3389.0,115#,235.047906478,56.661
3164,139,96.0,235.0,Cm,-a,48013#,102#,7547#,0#,B-,-4757.0,413#,235.051545,110#
3165,138,97.0,235.0,Bk,x,52770#,401#,7524#,2#,B-,*,NA,235.056651,430#
3166,147,89.0,236.0,Ac,x,51220.998,38.191,7559.2423,0.1618,B-,4965.7951,40.6669,236.054988,41.000
3167,146,90.0,236.0,Th,x,46255.203,13.972,7576.9688,0.0592,B-,921.2477,19.7600,236.049657,15.000
3168,145,91.0,236.0,Pa,x,45333.955,13.972,7577.5573,0.0592,B-,2889.373,14.0166,236.048668,15.000
3169,144,92.0,236.0,U,NA,42444.582,1.112,7586.4854,0.0047,B-,-933.5116,50.4152,236.04556613,1.193
3170,143,93.0,236.0,Np,IT,43378.094,50.421,7579.2148,0.2136,B-,476.5854,50.3887,236.046568296,54.129
3171,142,94.0,236.0,Pu,NA,42901.508,1.810,7577.9192,0.0077,B-,-3139.0,119#,236.046056661,1.942
3172,141,95.0,236.0,Am,-a,46041#,119#,7561#,1#,B-,-1812.0,120#,236.049427,127#
3173,140,96.0,236.0,Cm,-a,47852.820,17.635,7550.3090,0.0747,B-,-5689.0,361#,236.051372112,18.931
3174,139,97.0,236.0,Bk,-a,53542#,361#,7523#,2#,B-,*,NA,236.057479,387#
3175,148,89.0,237.0,Ac,x,54020#,400#,7550#,2#,B-,4065.0,400#,237.057993,429#
3176,147,90.0,237.0,Th,x,49955.097,15.835,7563.4433,0.0668,B-,2427.4736,20.5140,237.053629,17.000
3177,146,91.0,237.0,Pa,x,47527.624,13.041,7570.3847,0.0550,B-,2137.4905,13.0962,237.051023,14.000
3178,145,92.0,237.0,U,NA,45390.133,1.202,7576.1026,0.0051,B-,518.5338,0.5200,237.048728309,1.290
3179,144,93.0,237.0,Np,NA,44871.599,1.120,7574.9895,0.0047,B-,-220.063,1.2944,237.04817164,1.201
3180,143,94.0,237.0,Pu,NA,45091.662,1.697,7570.7599,0.0072,B-,-1478.0,59#,237.048407888,1.821
3181,142,95.0,237.0,Am,-a,46570#,59#,7561#,0#,B-,-2677.0,95#,237.049995,64#
3182,141,96.0,237.0,Cm,-a,49247.151,74.399,7546.6241,0.3139,B-,-3963.0,242#,237.052868988,79.870
3183,140,97.0,237.0,Bk,-a,53210#,230#,7527#,1#,B-,-4728.0,250#,237.057123,247#
3184,139,98.0,237.0,Cf,-a,57938.255,97.347,7503.3507,0.4107,B-,*,NA,237.062199272,104.506
3185,148,90.0,238.0,Th,+a,52525#,283#,7555#,1#,B-,1631.0,284#,238.056388,304#
3186,147,91.0,238.0,Pa,x,50894.043,15.835,7558.3449,0.0665,B-,3586.3111,15.9056,238.054637,17.000
3187,146,92.0,238.0,U,NA,47307.732,1.492,7570.1262,0.0063,B-,-146.8652,1.2006,238.050786936,1.601
3188,145,93.0,238.0,Np,-n,47454.597,1.137,7566.2220,0.0048,B-,1291.4491,0.4573,238.050944603,1.220
3189,144,94.0,238.0,Pu,NA,46163.148,1.138,7568.3611,0.0048,B-,-2258.2731,58.9005,238.049558175,1.221
3190,143,95.0,238.0,Am,-a,48421.421,58.911,7555.5853,0.2475,B-,-1023.7818,60.1587,238.051982531,63.243
3191,142,96.0,238.0,Cm,-a,49445.203,12.234,7547.9966,0.0514,B-,-4771.0,256#,238.053081606,13.133
3192,141,97.0,238.0,Bk,-a,54216#,256#,7525#,1#,B-,-3061.0,393#,238.058204,275#
3193,140,98.0,238.0,Cf,x,57278#,298#,7509#,1#,B-,*,NA,238.06149,320#
3194,149,90.0,239.0,Th,x,56500#,400#,7540#,2#,B-,3162.0,445#,239.060655,429#
3195,148,91.0,239.0,Pa,x,53337#,196#,7550#,1#,B-,2765.0,196#,239.05726,210#
3196,147,92.0,239.0,U,-n,50572.668,1.502,7558.5624,0.0063,B-,1261.6634,1.4935,239.054291989,1.612
3197,146,93.0,239.0,Np,NA,49311.005,1.310,7560.5680,0.0055,B-,722.7849,0.9304,239.052937538,1.406
3198,145,94.0,239.0,Pu,NA,48588.22,1.112,7560.3187,0.0047,B-,-802.1402,1.6635,239.052161596,1.194
3199,144,95.0,239.0,Am,-a,49390.360,1.982,7553.6891,0.0083,B-,-1756.6021,150.0740,239.053022729,2.127
3200,143,96.0,239.0,Cm,-a,51146.962,150.070,7543.0659,0.6279,B-,-3103.0,256#,239.054908519,161.107
3201,142,97.0,239.0,Bk,-a,54250#,207#,7527#,1#,B-,-3952.0,239#,239.058239,222#
3202,141,98.0,239.0,Cf,-a,58202#,120#,7507#,1#,B-,-5429.0,323#,239.062482,129#
3203,140,99.0,239.0,Es,x,63630#,300#,7481#,1#,B-,*,NA,239.06831,322#
3204,149,91.0,240.0,Pa,x,57010#,200#,7537#,1#,B-,4295.0,200#,240.061203,215#
3205,148,92.0,240.0,U,NA,52715.497,2.553,7551.7705,0.0106,B-,399.2685,17.0830,240.056592411,2.740
3206,147,93.0,240.0,Np,NA,52316.229,17.032,7550.1743,0.0710,B-,2190.9095,17.0151,240.056163778,18.284
3207,146,94.0,240.0,Pu,NA,50125.319,1.105,7556.0433,0.0046,B-,-1384.7902,13.7882,240.05381174,1.186
3208,145,95.0,240.0,Am,+n,51510.110,13.832,7547.0136,0.0576,B-,-214.1127,13.8967,240.055298374,14.849
3209,144,96.0,240.0,Cm,NA,51724.222,1.905,7542.8617,0.0079,B-,-3940.0,150#,240.055528233,2.045
3210,143,97.0,240.0,Bk,-,55664#,150#,7523#,1#,B-,-2324.0,151#,240.059758,161#
3211,142,98.0,240.0,Cf,-a,57988.719,18.034,7510.2400,0.0751,B-,-6237.0,366#,240.062253447,19.360
3212,141,99.0,240.0,Es,-a,64225#,366#,7481#,2#,B-,*,NA,240.068949,393#
3213,150,91.0,241.0,Pa,x,59740#,300#,7528#,1#,B-,3543.0,358#,241.064134,322#
3214,149,92.0,241.0,U,x,56197#,196#,7539#,1#,B-,1882.0,220#,241.06033,210#
3215,148,93.0,241.0,Np,+,54315.115,100.006,7544.0426,0.4150,B-,1360.0,100.0000,241.058309671,107.360
3216,147,94.0,241.0,Pu,NA,52955.115,1.105,7546.4395,0.0046,B-,20.7799,0.1658,241.056849651,1.186
3217,146,95.0,241.0,Am,NA,52934.335,1.113,7543.2795,0.0046,B-,-767.4346,1.1685,241.056827343,1.195
3218,145,96.0,241.0,Cm,NA,53701.77,1.607,7536.8488,0.0067,B-,-2279.0,165#,241.057651218,1.725
3219,144,97.0,241.0,Bk,+a,55981#,165#,7524#,1#,B-,-3346.0,235#,241.060098,178#
3220,143,98.0,241.0,Cf,-a,59327#,167#,7507#,1#,B-,-4567.0,285#,241.06369,180#
3221,142,99.0,241.0,Es,-a,63893#,231#,7485#,1#,B-,-5327.0,379#,241.068592,248#
3222,141,100.0,241.0,Fm,x,69220#,300#,7459#,1#,B-,*,NA,241.074311,322#
3223,150,92.0,242.0,U,+a,58620#,201#,7532#,1#,B-,1203.0,283#,242.062931,215#
3224,149,93.0,242.0,Np,+,57416.876,200.004,7533.4042,0.8265,B-,2700.0,200.0000,242.061639548,214.712
3225,148,94.0,242.0,Pu,NA,54716.876,1.245,7541.3284,0.0052,B-,-751.1373,0.7080,242.058740979,1.336
3226,147,95.0,242.0,Am,-n,55468.014,1.118,7534.9917,0.0046,B-,664.3145,0.4143,242.059547358,1.199
3227,146,96.0,242.0,Cm,NA,54803.699,1.141,7534.5040,0.0047,B-,-2948.0,135#,242.058834187,1.224
3228,145,97.0,242.0,Bk,IT,57752#,135#,7519#,1#,B-,-1635.0,135#,242.061999,144#
3229,144,98.0,242.0,Cf,-a,59386.982,12.892,7509.0991,0.0533,B-,-5414.0,257#,242.063754544,13.840
3230,143,99.0,242.0,Es,-a,64801#,257#,7483#,1#,B-,-3598.0,476#,242.069567,276#
3231,142,100.0,242.0,Fm,x,68400#,401#,7465#,2#,B-,*,NA,242.07343,430#
3232,151,92.0,243.0,U,x,62480#,300#,7518#,1#,B-,2674.0,302#,243.067075,322#
3233,150,93.0,243.0,Np,IT,59806#,32#,7526#,0#,B-,2051.0,32#,243.064204,34#
3234,149,94.0,243.0,Pu,NA,57754.561,2.542,7531.0087,0.0105,B-,579.5559,2.6216,243.062002068,2.728
3235,148,95.0,243.0,Am,NA,57175.005,1.388,7530.1742,0.0057,B-,-6.9302,1.5692,243.061379889,1.490
3236,147,96.0,243.0,Cm,-a,57181.936,1.496,7526.9261,0.0062,B-,-1507.6936,4.5065,243.061387329,1.605
3237,146,97.0,243.0,Bk,-a,58689.629,4.524,7517.5021,0.0186,B-,-2300.0,181#,243.063005905,4.856
3238,145,98.0,243.0,Cf,-a,60990#,181#,7505#,1#,B-,-3757.0,275#,243.065475,194#
3239,144,99.0,243.0,Es,-a,64747#,207#,7486#,1#,B-,-4569.0,245#,243.069508,222#
3240,143,100.0,243.0,Fm,-a,69316#,130#,7464#,1#,B-,*,NA,243.074414,140#
3241,151,93.0,244.0,Np,x,63240#,100#,7514#,0#,B-,3434.0,100#,244.067891,107#
3242,150,94.0,244.0,Pu,NA,59806.021,2.346,7524.8154,0.0096,B-,-73.1143,2.6856,244.064204401,2.518
3243,149,95.0,244.0,Am,+,59879.135,1.491,7521.3095,0.0061,B-,1427.3,1.0000,244.064282892,1.600
3244,148,96.0,244.0,Cm,-a,58451.835,1.106,7523.9527,0.0045,B-,-2261.9902,14.3567,244.062750622,1.187
3245,147,97.0,244.0,Bk,-a,60713.825,14.399,7511.4759,0.0590,B-,-764.2709,14.5724,244.065178969,15.457
3246,146,98.0,244.0,Cf,NA,61478.096,2.617,7505.1373,0.0107,B-,-4547.0,181#,244.065999447,2.809
3247,145,99.0,244.0,Es,-a,66026#,181#,7483#,1#,B-,-2938.0,271#,244.070881,195#
3248,144,100.0,244.0,Fm,-a,68964#,201#,7468#,1#,B-,-6634.0,425#,244.074036,216#
3249,143,101.0,244.0,Md,-a,75597#,374#,7438#,2#,B-,*,NA,244.081157,402#
3250,152,93.0,245.0,Np,x,65850#,200#,7506#,1#,B-,2672.0,201#,245.070693,215#
3251,151,94.0,245.0,Pu,-n,63178.173,13.620,7513.2822,0.0556,B-,1277.7559,13.7334,245.067824554,14.621
3252,150,95.0,245.0,Am,+a,61900.417,1.886,7515.3043,0.0077,B-,895.8929,1.5491,245.066452827,2.024
3253,149,96.0,245.0,Cm,NA,61004.524,1.149,7515.7677,0.0047,B-,-809.2519,1.4964,245.065491047,1.233
3254,148,97.0,245.0,Bk,-a,61813.776,1.792,7509.2714,0.0073,B-,-1571.3755,2.5861,245.066359814,1.923
3255,147,98.0,245.0,Cf,NA,63385.151,2.428,7499.6644,0.0099,B-,-2930.0,165#,245.068046755,2.606
3256,146,99.0,245.0,Es,IT,66315#,165#,7485#,1#,B-,-3877.0,256#,245.071192,178#
3257,145,100.0,245.0,Fm,-a,70192#,195#,7465#,1#,B-,-5133.0,325#,245.075354,210#
3258,144,101.0,245.0,Md,-a,75325#,260#,7441#,1#,B-,*,NA,245.080864,279#
3259,152,94.0,246.0,Pu,NA,65394.772,14.985,7506.5401,0.0609,B-,401.0,14#,246.070204172,16.087
3260,151,95.0,246.0,Am,IT,64994#,18#,7505#,0#,B-,2377.0,18#,246.069774,19#
3261,150,96.0,246.0,Cm,NA,62616.912,1.525,7511.4716,0.0062,B-,-1350.0,60.0000,246.067222016,1.637
3262,149,97.0,246.0,Bk,-,63966.912,60.019,7502.8035,0.2440,B-,-123.3159,60.0198,246.0686713,64.433
3263,148,98.0,246.0,Cf,NA,64090.228,1.514,7499.1220,0.0062,B-,-3728.5741,89.9373,246.068803685,1.625
3264,147,99.0,246.0,Es,NA,67818.802,89.925,7480.7849,0.3655,B-,-2372.3848,90.9577,246.072806474,96.538
3265,146,100.0,246.0,Fm,-a,70191.187,13.670,7467.9608,0.0556,B-,-5924.0,260#,246.075353334,14.675
3266,145,101.0,246.0,Md,-a,76115#,260#,7441#,1#,B-,*,NA,246.081713,279#
3267,153,94.0,247.0,Pu,x,69210#,200#,7493#,1#,B-,2057.0,224#,247.0743,215#
3268,152,95.0,247.0,Am,+,67153#,100#,7499#,0#,B-,1620.0,100#,247.072092,107#
3269,151,96.0,247.0,Cm,NA,65533.105,3.797,7501.9318,0.0154,B-,43.5841,6.3245,247.070352678,4.076
3270,150,97.0,247.0,Bk,-a,65489.521,5.189,7498.9408,0.0210,B-,-619.8711,15.2376,247.070305889,5.570
3271,149,98.0,247.0,Cf,+a,66109.392,14.327,7493.2638,0.0580,B-,-2469.0006,24.1495,247.070971348,15.380
3272,148,99.0,247.0,Es,+a,68578.393,19.441,7480.1005,0.0787,B-,-3094.0,182#,247.073621929,20.870
3273,147,100.0,247.0,Fm,+a,71672#,181#,7464#,1#,B-,-4263.0,275#,247.076944,194#
3274,146,101.0,247.0,Md,-a,75936#,207#,7444#,1#,B-,*,NA,247.08152,223#
3275,153,95.0,248.0,Am,+,70563#,200#,7487#,1#,B-,3170.0,200#,248.075752,215#
3276,152,96.0,248.0,Cm,NA,67392.748,2.358,7496.7291,0.0095,B-,-738.3049,50.0026,248.072349086,2.531
3277,151,97.0,248.0,Bk,+a,68131.053,50.058,7490.5975,0.2018,B-,893.1015,50.3143,248.073141689,53.739
3278,150,98.0,248.0,Cf,-a,67237.951,5.121,7491.0440,0.0207,B-,-3061.0,53#,248.072182905,5.497
3279,149,99.0,248.0,Es,-a,70299#,52#,7476#,0#,B-,-1599.0,53#,248.075469,56#
3280,148,100.0,248.0,Fm,NA,71897.793,8.497,7465.9451,0.0343,B-,-5050.0,184#,248.077185451,9.122
3281,147,101.0,248.0,Md,-a,76948#,184#,7442#,1#,B-,-3741.0,290#,248.082607,198#
3282,146,102.0,248.0,No,-a,80689#,224#,7424#,1#,B-,*,NA,248.086623,241#
3283,154,95.0,249.0,Am,x,73104#,298#,7479#,1#,B-,2353.0,298#,249.07848,320#
3284,153,96.0,249.0,Cm,-n,70750.696,2.371,7485.5510,0.0095,B-,904.363,2.5934,249.075953992,2.545
3285,152,97.0,249.0,Bk,+,69846.333,1.248,7486.0410,0.0050,B-,123.6,0.4000,249.074983118,1.339
3286,151,98.0,249.0,Cf,NA,69722.733,1.182,7483.3954,0.0048,B-,-1452.0,30#,249.074850428,1.269
3287,150,99.0,249.0,Es,-a,71175#,30#,7474#,0#,B-,-2344.0,31#,249.076409,32#
3288,149,100.0,249.0,Fm,NA,73519.143,6.212,7461.8649,0.0249,B-,-3661.8091,164.5418,249.078926042,6.668
3289,148,101.0,249.0,Md,NA,77180.952,164.425,7444.0169,0.6603,B-,-4606.0,324#,249.082857155,176.516
3290,147,102.0,249.0,No,-a,81787#,279#,7422#,1#,B-,*,NA,249.087802,300#
3291,154,96.0,250.0,Cm,-nn,72989.588,10.274,7478.9385,0.0411,B-,37.582,10.6414,250.078357541,11.029
3292,153,97.0,250.0,Bk,+a,72952.006,2.898,7475.9594,0.0116,B-,1781.6696,2.4561,250.078317195,3.110
3293,152,98.0,250.0,Cf,-a,71170.336,1.538,7479.9567,0.0062,B-,-2055.0,100#,250.076404494,1.650
3294,151,99.0,250.0,Es,-,73225#,100#,7469#,0#,B-,-847.0,100#,250.078611,107#
