,Isotope,Residuals (W/g),Power density (W/g),Half life (years),Half life (log(years))
96,205At,-14337.263544004236,574.9345221432192,5.114457373184272e-05,-9.880854156593061
97,224Am,-5.726968500136891,1225449.8737236338,3.168808781402895e-11,-24.175080284405094
98,111Ru,-10.952800985502877,689676.2281103765,6.717874616574137e-08,-16.515908916739036
99,58Ca,-0.7418043437854452,4732771.926105068,1.267523512561158e-10,-22.788785923285204
100,225Th,-5120.231402897089,1609.683697239734,1.6636246102365196e-05,-11.003926742831332
101,47Sc,-23511.12373834878,350.60902157426926,0.009169609856262834,-4.691860539282669
102,72Ga,-17299.92285167648,476.48109697436195,0.0015999315537303218,-6.437794429569994
103,158Yb,-613.3601610542843,13418.127055779618,2.832915050574188e-06,-12.774204323243488
104,78As,-657.1757160864189,12524.866076877912,0.00017244657388394555,-8.665423086079764
105,184Re,-21246131.0585258,0.38800298691203794,0.09691991786447639,-2.33387023049108
106,91Rb,-229.8308725766688,35712.565685067,1.8442467107764847e-06,-13.203439650685564
107,219Pb,-30.879930788150894,258581.57452774572,9.506426344208684e-08,-16.168712716754847
108,53Sc,-5.345111615282461,1299199.0052910428,7.605141075366947e-08,-16.391856268069056
109,176Au,-9.938005722790132,753662.3135842351,3.32724922047304e-08,-17.218534841253526
110,69Fe,-1.1012719818838321,3923129.7852480276,5.13347022587269e-09,-19.087483949172707
111,193Po,-6.034076176332317,1171946.7478576475,1.264354703779755e-08,-18.18611886751523
112,104In,-487.19791631481684,16885.6982456265,3.4223134839151265e-06,-12.585193778298736
113,56Cu,-0.6820585147377696,4900877.4824464265,2.5603974953735387e-09,-19.783103318878045
114,100Zr,-31.28725361238084,255319.41483788966,2.249854234796055e-07,-15.307230221375686
115,114Sb,-1034.9672751919845,7957.358206617026,6.635485588257662e-06,-11.92307870698652
116,158Lu,-73.96024902989085,109972.45614470205,3.358937308287068e-07,-14.906471004304935
117,249Fm,-1038.4016837199704,7931.065369773394,3.042056430146779e-06,-12.70297681395512
118,149Gd,-6279621.157131855,1.3127482024811454,0.0254072553045859,-3.6727205038326995
119,56V,-0.7525383571779615,4703784.465128556,6.8446269678302524e-09,-18.799801876720927
120,284Fl,-7.528835062673559,966552.0130777956,9.823307222348975e-11,-23.043678172913992
121,182Hg,-87.15959873974823,93507.26202113334,3.431819910259335e-07,-14.885004944410056
122,180Re,-13.988641885362918,549987.3011900982,4.677161761350673e-06,-12.272819093256583
123,207At,-56.75120371465143,142742.69917848016,0.00020647958019621263,-8.48530903570102
124,220Po,-97.65819325445602,83556.79773877558,3.168808781402895e-07,-14.96473991242891
125,92Se,-1.764111682238119,2982355.1457807776,2.8519279032626053e-09,-19.67527061407483
126,26O,0.21919115623411078,10557721.989003614,1.330899688189216e-19,-43.46326159606218
127,186Ir,-7960.783529946001,1035.3914632355654,0.0018982432124115902,-6.266826445585692
128,213Bi,-24.893703120381527,318361.6750648121,8.66986082591832e-05,-9.353072726680514
129,139Sn,-3.1873064976225223,1968702.9606541013,3.802570537683474e-09,-19.387588541623046
130,201Ra,-5.036252984497841,1365675.4811646454,6.337617562805789e-10,-21.1793480108511
131,150Dy,-2797.062460688431,2946.168219921503,1.3632215377595254e-05,-11.203074788589326
132,217U,-5.516750734507614,1264980.514811493,2.6934874641924606e-11,-24.33759921390287
133,96Kr,-1.8834842860186505,2858889.4134109723,2.5350470251223157e-09,-19.79305364973121
134,143Gd,-242.78119525985136,33815.41669056399,1.2358354247471289e-06,-13.603763359293309
135,91Nb,-84605889635.04578,9.743485630252744e-05,680.0,6.522092798170152
136,149Ho,-137.46133757993735,59536.92809212096,6.686186528760108e-07,-14.218051964940935
137,58Mn,-7.443086692752292,976368.358992695,9.506426344208684e-08,-16.168712716754847
138,160Lu,-251.65960828445617,32627.149052469922,1.1439399700864451e-06,-13.68103214008412
139,178Hg,-4.773995168864589,1427705.1604559356,8.444875402438714e-09,-18.589706040799193
140,33Mg,0.008443419329975464,8313759.254630929,2.915304078890663e-09,-19.653291707356054
141,268Hs,-19.610699165209144,399965.21384149586,4.4363322939640523e-08,-16.930852768801742
142,108Te,-10.537005822207103,714532.2474543547,6.65449844094608e-08,-16.52538766069358
143,227Am,-5.81706182826373,1209254.5009431443,6.337617562805789e-10,-21.1793480108511
144,237Ac,-238.7451290123046,34384.6931656014,7.288260197226658e-07,-14.131830789493806
145,24Na,-55984.80267789921,147.24380654972407,0.001706137348847821,-6.373523323863887
146,10Li,0.6996889062438888,27450077.1714094,6.337617562805789e-29,-64.92846477773797
147,76Fe,-1.282364312546445,3611852.2593959738,9.506426344208685e-11,-23.076467995736984
148,110Nb,-2.303742121876287,2495219.782576089,2.376606586052171e-09,-19.857592170868784
149,47Fe,-0.4114621406537482,5840441.951363596,6.939691231272339e-10,-21.088593647582638
150,90Ge,-1.702799844054736,3050008.574319227,9.506426344208685e-10,-20.773882902742937
151,192Hg,-145243.60280998843,56.756413247382355,0.0005532740132329454,-7.499657176029363
152,40Al,-0.2012443750244448,6862519.29285235,3.1688087814028947e-10,-21.872495191411048
153,62Cr,-0.9285989044094983,4274379.0220909845,6.527746089689964e-09,-18.84720411561551
154,199Re,-5.374603483463055,1293188.3089545884,7.922021953507237e-09,-18.653619366542845
155,122Pr,-3.8850604584327413,1687504.7441440208,1.5844043907014474e-08,-17.9604721859829
156,170Os,-55.87546135776795,144940.586014424,2.3354120718939333e-07,-15.26990729922171
157,234Bk,-205.29836339097957,39959.418792927114,6.33761756280579e-07,-14.271592731868965
158,223Pu,-5.6969373907612795,1230945.1646371929,3.1688087814028947e-13,-28.780250470393185
159,184Hg,-247.86682845831345,33124.39327532338,9.782112708190737e-07,-13.837540166908887
160,167Os,-7.919509940127838,924216.9978362584,2.6586305675970288e-08,-17.442869577937888
161,132Cs,-88440.05388498721,93.20968415591159,0.017741273100616017,-4.031861540266625
162,150Eu,-9505643796.567268,0.0008672282356241194,36.9,3.6082115510464816
163,91Br,-2.7903772459567087,2174866.0262851757,1.7206631683017717e-08,-17.877970964471157
164,250Cf,-4432297.913922839,1.859884195341778,13.08,2.5710843460290524
165,272Rg,-7.168461750166225,1009194.0136547573,1.3308996881892159e-10,-22.73999575911577
166,144I,-3.3271946865661226,1905059.3504905035,2.978680254518721e-09,-19.631785502135088
167,215Pb,-1324.9655860050868,6217.026132534928,4.49970846959211e-06,-12.311497947821696
168,287Fl,-10.598436351385919,710747.7636889025,1.6160924785154762e-08,-17.94066955868672
169,145Pm,-4720228812.653125,0.0017464328583375768,17.7,2.8735646395797834
170,61Sc,-0.8318976719122783,4500012.651050721,2.2181661469820264e-10,-22.22917013534978
171,215Ra,-5.45668851575639,1276747.7754143907,5.2887418561614316e-11,-23.662855639725397
172,177Pt,-78.3750009365396,103855.90679395836,3.168808781402895e-07,-14.96473991242891
173,233Fr,-12.02873801512977,632721.5029930515,2.8519279032626053e-08,-17.372685521080783
174,267Mt,-7.018306203288169,1028092.7779554081,3.1688087814028947e-10,-21.872495191411048
175,79As,-1850.5158734134695,4452.331636691679,1.713058027226405e-05,-10.974645371580609
176,87Se,-21.065148275918087,373601.05610677646,1.742844829771592e-07,-15.56257691318453
177,137Cs,-183668827.02928603,0.04488275330923971,30.04,3.402529826895934
178,197Bi,-4779.946457825145,1724.2532983282176,1.7738991558293405e-05,-10.939745428341602
179,141Tb,-22.56827881027711,349773.6413166053,1.1090830734910131e-07,-16.01456203692759
180,202Rn,-86.96170331731693,93717.63378998498,3.0737445179608077e-07,-14.995199119913618
181,239Es,-13.354870281542116,574269.39689141,3.168808781402895e-08,-17.267325005422958
182,199Po,-2831.6707275485005,2910.1732929509617,1.04000304205643e-05,-11.473701826766966
183,113Ru,-4.855413448983265,1407853.2234930447,2.535047025122316e-08,-17.490468556737166
184,236Pa,-5585.325016546304,1475.668292592851,1.7301695946459806e-05,-10.964706029678052
185,93Rh,-56.41522662773999,143577.98763878367,4.4046442061500236e-07,-14.63543616528631
186,71Ge,-15713898.453176474,0.5246032484552539,0.031293634496919916,-3.4643405728240895
187,107Pd,-581803.4888782215,14.168956851690929,0.006500000000000001,-5.035953102080546
188,173Ho,-54.85694874941886,147583.4767849073,2.249854234796055e-07,-15.307230221375686
189,89Ge,-1.672794426491462,3084248.6864419347,1.901285268841737e-09,-20.080735722182993
190,195At,-5.446677229612914,1278730.4847788378,9.189545466068395e-09,-18.505199361424573
191,77Sr,-30.195769935953617,264252.5802684158,2.851927903262605e-07,-15.070100428086736
192,95Y,-138.24526985236488,59201.74313839078,1.9583238269069892e-05,-10.840836547965266
193,159Re,-3.774946390722168,1726419.9478873836,1.2675235125611579e-12,-27.393956109273294
194,170Ir,-8.57610249716004,860847.3751696359,2.8836159910766342e-08,-17.361635684894196
195,191Bi,-104.50735400456142,78132.58873575031,3.9293228889395894e-07,-14.749628532811965
196,49Sc,-599.6817574204811,13723.677466810548,0.00010871549167237052,-9.12677625630669
197,155Hf,-7.303978702710728,992724.4510326851,2.6713058027226403e-08,-17.438113326403236
198,91Kr,-34.17327195585465,234370.08389159714,2.715669125662281e-07,-15.119057272813267
199,136Sn,-3.7597040945359703,1731948.5697648798,1.1249271173980277e-08,-18.302962494929677
200,182Pt,-1264.95719073328,6511.723113054636,5.0764316678074375e-06,-12.190901970788698
201,271Mt,-8.886054724511453,833857.6842586711,1.267523512561158e-08,-18.18361573729711
202,99Rh,-163217.64473356248,50.50625627049151,0.044079397672826835,-3.1217627786403916
203,160Ho,-10649.134705501001,774.0336556285673,4.8672902882348466e-05,-9.930388091715338
204,182Au,-123.97509017365759,65961.64633752915,4.911653611174487e-07,-14.526484981497754
205,240Pa,-210.58806501638935,38960.43332310393,6.33761756280579e-07,-14.271592731868965
206,243Cf,-6824.892583468818,1207.6900710392308,2.053388090349076e-05,-10.793434309070681
207,284Cn,-7.538387218068953,965470.701725798,3.2321849570309527e-09,-19.55010747112082
208,128Sm,-4.125309333437631,1608402.9592622695,1.5844043907014474e-08,-17.9604721859829
209,180W,-inf,0.0,1.59e+18,41.910265690124966
210,272Sg,-2831.3900189057954,2910.461710432187,7.605141075366948e-06,-11.786686082080964
211,164Lu,-1340.1252155852194,6146.7509545247185,5.970035744163054e-06,-12.028757643280693
212,187Au,-4036.5607312789725,2041.7185641748388,1.5780667731386417e-05,-11.056724928398303
213,98Cd,-39.934435047705826,201384.54798333967,2.943823357923289e-07,-15.038386452597209
214,132Cd,-2.9651405509709234,2079008.951402002,2.661799376378432e-09,-19.744263485561778
215,149Tm,-7.331682250018608,989423.5583716847,2.8519279032626053e-08,-17.372685521080783
216,152Lu,-5.961105715262677,1184231.792509783,2.0597257079118815e-08,-17.698107921515412
217,159Dy,-97806168.09223014,0.08428469058288161,0.39534565366187546,-0.9279948241720829
218,141La,-10010.068826613995,823.4448131173026,0.0004471822952315765,-7.712544227176384
219,254Bk,-663.1054586343947,12413.032586702297,1.901285268841737e-06,-13.172980443200855
220,65V,-0.9520221094147227,4223088.795601446,4.436332293964053e-10,-21.536022954789836
221,96Tc,-4032993.212530348,2.0440303815520497,0.011718001368925394,-4.446629041037103
222,139Pr,-1085.323643638888,7588.496068650343,0.0005030800821355236,-7.59476119152
223,56Ca,-0.6817421250342228,4901799.494894535,3.4856896595431844e-10,-21.777185011606722
224,188Hg,-1590.1459526402887,5180.896626960307,6.179177123735645e-06,-11.994325446859209
225,59V,-0.7730376654559951,4649400.7767824335,3.01036834233275e-09,-19.621203392804553
226,165W,-37.99227472119205,211415.28053902672,1.6160924785154763e-07,-15.638084465692677
227,141Xe,-11.82664253431287,642690.6087842595,5.482039191827008e-08,-16.719203596913268
228,168W,-372.01534292693117,22099.795237244227,1.6129236697340733e-06,-13.337462081866478
229,49Cr,-48.036193868360215,168111.79760741253,8.042436687200546e-05,-9.428193357148624
230,114Mo,-2.4235685644650378,2407885.9657141827,1.837909093213679e-09,-20.114637273858673
231,207Rn,-4979.585652945874,1655.1392292911946,1.7586888736786066e-05,-10.948356891676521
232,88Rh,-1.6427376250537786,3119326.9512965227,3.168808781402895e-11,-24.175080284405094
233,144Ba,-74.36589515104964,109380.5451725044,3.7170127005855954e-07,-14.805175342757572
234,153Pr,-29.730785709941827,268250.95774784277,1.356250158440439e-07,-15.81337199582925
235,199At,-62.562442827348356,129692.35184096391,2.224503764544832e-07,-15.318561787385237
236,32Al,0.039004499419819254,8578149.111061122,1.0330316627373438e-09,-20.69076799603243
237,260Fm,-678.7929891533174,12126.57798854763,1.901285268841737e-06,-13.172980443200855
238,235Ra,-53.51789426795789,151208.38414114338,1.5844043907014474e-07,-15.657887092988856
239,232Pa,-197660.10527815038,41.705537806414696,0.0036139630390143737,-5.622950314032529
240,156Pr,-4.9294144457913465,1390282.763062183,1.4069510989428853e-08,-18.079255721972867
241,142Te,-3.302960419201152,1915788.6422218217,4.658148908662255e-09,-19.184647697626357
242,165Ta,-223.09792142870361,36785.53842213254,9.823307222348974e-07,-13.83333780093781
243,50Ni,-0.5015554687805559,5490015.43428188,5.862296245595356e-10,-21.257309552320812
244,116Xe,-297.2665285629555,27638.242677624607,1.8695971810277078e-06,-13.189787561517237
245,176Tm,-848.0569995428685,9709.080430965108,3.5173777473572135e-06,-12.557794804110621
246,41Ar,-225.03272855780185,36470.65958825314,0.0002083998783177428,-8.476051831973223
247,46Sc,-734021.0156943615,11.2306749971763,0.22931416837782342,-1.4726623013288689
248,61Ti,-0.8318976719122783,4500012.651050721,4.753213172104343e-10,-21.467030083302884
249,248Es,-15475.20977120365,532.6603103024804,4.563084645220169e-05,-9.99492661285291
250,190Tl,-1286.029781455837,6405.106406870263,4.943341698988516e-06,-12.217468998173418
251,24F,0.13738533964752023,9556483.419453071,1.2168225720587117e-08,-18.224437731817368
252,187Bi,-4.615817494303838,1467918.5545821455,1.1724592491190711e-09,-20.56416237176087
253,73As,-104921232.8183521,0.07856905984643223,0.21984941820670773,-1.514812429678093
254,170Lu,-17020.817038886526,484.29393173496743,0.005508555783709788,-5.201452798393316
255,52Fe,-1122.2027637166912,7339.336195859748,0.0009439881359799224,-6.965396959715628
256,175Os,-638.5196047097224,12890.242360556505,2.6617993763784314e-06,-12.836508206579643
257,58K,-0.7418043437854452,4732771.926105068,6.33761756280579e-11,-23.481933103845147
258,170Tm,-1602933.181944971,5.1427955008314985,0.3520876112251882,-1.0438752388272898
259,248Am,-1936.7869494065083,4254.111991806115,5.703855806525211e-06,-12.074368154532745
260,61Ga,-0.8604132797630168,4431038.408888211,5.257053768347403e-09,-19.063695087208693
261,193Os,-69138.81408563768,119.23032782276512,0.0034029203741729407,-5.683121282452097
262,220Fr,0.7612376826517739,34526230.06256335,8.682536061043931e-07,-13.956781992028931
263,149Er,-27.124038211342214,293114.4751364706,1.267523512561158e-07,-15.881030644303065
264,153Ba,-3.6047418599823935,1790233.4049768287,3.580753922985271e-09,-19.447692465692754
265,24O,0.2791603580058788,11436056.2582695,2.4526579968058407e-09,-19.82609350380941
266,260Lr,-2030.5508340552103,4057.7683614150633,5.703855806525211e-06,-12.074368154532745
267,76Br,-7483.090211011378,1101.4782647738293,0.0018480492813141682,-6.293624638740416
268,134Pm,-128.74690945176917,63535.71529270218,6.971379319086368e-07,-14.17628255206464
269,128Ag,-2.8440189504596307,2144516.6647916576,1.901285268841737e-09,-20.080735722182993
270,185W,-3047644.0323479646,2.7048959480312624,0.2056125941136208,-1.58176149186072
271,98Ag,-202.1563883410641,40577.422971293,1.505184171166375e-06,-13.40659529438236
272,147Xe,-3.4162490169877517,1866643.5401005556,2.7885517276345475e-09,-19.697743469926888
273,115Rh,-6.05095173077533,1169141.8426614508,3.2638730448449813e-08,-17.237766203181412
274,231Cm,-202.65351257827473,40478.37228374434,6.33761756280579e-07,-14.271592731868965
275,25F,0.2490926338493098,10978135.347498134,2.5350470251223157e-09,-19.79305364973121
276,205Hg,-2741.2188062306777,3006.1651828457925,9.772606281846527e-06,-11.535927363733782
277,181Tm,-56.6563647127898,142977.49676206973,2.2181661469820262e-07,-15.321414856367642
278,61Cr,-0.9440753720972195,4240351.386244181,7.700205338809035e-09,-18.682018841064544
279,167Ta,-578.8959354652981,14215.589720285121,2.52870940755951e-06,-12.887801500967193
280,260Db,-20.32206940135982,386621.1362443966,4.8165893477324e-08,-16.84861467056477
281,64V,-0.9219910000391117,4289074.5580327185,4.753213172104343e-10,-21.467030083302884
282,82Nb,-1.4625540508299368,3347566.1970779267,1.6160924785154764e-09,-20.24325465168077
283,109In,-1135.5351998949695,7253.2401106427915,0.000474446725986767,-7.65336122021798
284,140Sb,-3.2768590267697157,1927480.575683582,5.386974928384921e-09,-19.039281847354832
285,158Er,-56435.39209956601,146.06820869222446,0.00026123659593885466,-8.250084063412606
286,183Yb,-239.61669967115864,34260.143665430405,9.506426344208685e-07,-13.8661276237608
287,261Rf,-26.881097403667162,295668.5161880088,6.65449844094608e-08,-16.52538766069358
288,99Ag,-533.2124651341279,15431.243628816965,3.9356605065023955e-06,-12.445431835923577
289,223At,-485.4381234158112,16946.78583403084,1.5844043907014473e-06,-13.35530199999481
290,120La,-15.433579666031473,501629.1560672699,8.872664587928105e-08,-16.2377055882418
291,282Nh,-7.5291246409753665,966519.1969914635,4.436332293964052e-09,-19.23343786179579
292,261No,-122129.49406597657,67.49798862340089,0.00034223134839151266,-7.980023592310645
293,246Am,-2216.6524910806756,3717.2472838692943,7.415012548482774e-05,-9.50941879707121
294,287Mc,-7.6190112404837045,956439.4881300773,1.901285268841737e-09,-20.080735722182993
295,83Rb,-101593527.2050768,0.08114259682363971,0.23600273785078713,-1.4439118729611615
296,61Ca,-0.8318976719122783,4500012.651050721,3.168808781402895e-11,-24.175080284405094
297,94Rh,-287.94066336561286,28530.296161895956,2.2371789996704436e-06,-13.010294860923759
298,258Es,-2685.605238520938,3068.393741230833,7.605141075366948e-06,-11.786686082080964
299,77Ga,-44.20259070725098,182369.252957735,4.182827591451821e-07,-14.68710817583063
300,139Eu,-108.8993872717272,75010.08789660796,5.672167718711181e-07,-14.382524292576246
301,78Rb,-3580.9911468736227,2301.391142809114,3.357669784774508e-05,-10.301678248025041
302,263Bh,-7.152961822746554,1011112.6334525801,6.33761756280579e-09,-18.876762917857057
303,217Ra,-5.516750734507614,1264980.514811493,6.179177123735646e-14,-30.415006190811575
304,186Po,-4.585786343863668,1475810.6006134085,1.0773949856769844e-12,-27.55647503877107
305,187Hf,-115.25784581149567,70907.58169046072,4.4363322939640525e-07,-14.628267675807697
306,88Br,-62.629648043925386,129555.37163029482,5.17783354881233e-07,-14.473708915991098
307,211Bi,-0.06669981888943383,7728099.839388913,4.068750475321318e-06,-12.412174614167094
308,220Ac,-5.606844062659568,1247730.7805138647,8.35297994777803e-10,-20.903232574770787
309,253Fm,-2491.5124472748166,3307.330604526649,0.008213552361396304,-4.801969761962699
310,88Zr,-81844084.45258607,0.10072276638500992,0.22833675564681727,-1.4769337412661077
311,172Os,-144.67711400965788,56587.90507401936,6.084112860293558e-07,-14.31241472638922
312,8C,0.7597511249951111,34312596.46426175,1.109083073491013e-28,-64.36884898980254
313,14C,-12549240319.574139,0.0006568973490387716,5700.0,8.648221453822641
314,85Se,-121.44121490040084,67326.69800558005,1.0425380890815523e-06,-13.77385234765163
315,225U,-5.7570938933917555,1219986.4067447078,1.964661444469795e-09,-20.047945899360002
316,86Br,-205.59736150797974,39901.587507530734,1.746013638552995e-06,-13.258175289264088
317,178Pt,-161.32567912003114,50784.094936328234,6.559434177503992e-07,-14.237191305151633
318,214Th,-5.428885948407233,1282269.2399883019,2.7568636398205184e-09,-19.70917216575051
319,265Sg,-108.6572191591181,75175.74093388047,2.915304078890663e-07,-15.048121521367962
320,29Al,-493.97282072496097,16654.57648151609,1.2472431363601794e-05,-11.291989840244858
321,118La,-2.6579828710421802,2253581.54744092,6.33761756280579e-09,-18.876762917857057
322,151Ce,-12.930038495754378,591783.1958287914,5.5771034552690945e-08,-16.702011196372897
323,32Cl,-0.06503443002590459,7740184.229382246,9.443050168580626e-09,-18.47798679789969
324,65Zn,-2369195.5147960978,3.479476120935071,0.6678713210130047,-0.40365975721571673
325,103In,-268.3026072415065,30610.779388566832,1.901285268841737e-06,-13.172980443200855
326,183Pb,-6.567041866570496,1089403.6063754105,1.6953126980505488e-08,-17.892813537509085
327,245Md,-7.773355334354647,939613.452877661,1.2041473369331e-08,-18.234909031684662
328,130La,-2941.0366662183446,2801.991828888993,1.654118183892311e-05,-11.009657417540318
329,64Ge,-176.59308486663713,46418.26400631584,2.018531193753644e-06,-13.113140442844838
330,129In,-4.505982598804927,1497201.0083767574,1.80622100539965e-08,-17.8294439235765
331,224Pa,-11.009765370618563,686404.9750050221,2.6744746115040432e-08,-17.436927789809136
332,237Np,-900.2989651804069,9146.313285054708,0.002144,-6.145082035773582
333,263Hs,-6.898181765785724,1043729.1700155665,2.8519279032626055e-11,-24.28044080006292
334,185Ir,-343643.4763323451,23.988637288798174,0.0016427104722792608,-6.411407674396799
335,241Pa,-17544.34159989019,469.84338561337603,5.323598752756863e-05,-9.840775933025652
336,72Mn,-1.1622398750440006,3812510.718251305,3.802570537683474e-10,-21.690173634617093
337,87Ge,-1.6158325131061115,3151410.748865944,3.263873044844982e-09,-19.54035129617546
338,135Gd,-7.672466179886021,950544.2313692549,3.485689659543185e-08,-17.172014825618632
339,238Bk,-1487.4360756208562,5538.405601730033,4.563084645220168e-06,-12.297511705846956
340,258Md,-49824725.660292655,0.16545123780087378,0.14124572210814512,-1.9572541953742502
341,67Mn,-1.0120850486226423,4097024.9764932576,1.4798337009151519e-09,-20.331336119730242
342,54Mn,-664720782.6926507,0.012401541972617516,0.8544312114989734,-0.15731928113095342
343,132Sn,-228.0319897934723,35993.062394773675,1.2580170862169493e-06,-13.585973817729812
344,101Zr,-10.613770194532353,709809.3522563932,7.25657210941263e-08,-16.438773187856807
345,161Tm,-12640.9202721338,652.0815288802801,5.7418815119020456e-05,-9.76513851882003
346,205Pb,-4764889.719431161,1.7300633287177976,0.017,-4.074541934925921
347,98Zr,-130.82686068499328,62533.2550301263,9.728242958906886e-07,-13.843062350829804
348,217Fr,-5.516750734507614,1264980.514811493,6.971379319086369e-13,-27.991793110028915
349,247Cm,-6218.234998625206,1325.4946469875954,0.0156,-4.160484364726646
350,260Md,-27056888.232321016,0.3046751837675487,0.07611225188227241,-2.5755460299342174
351,98Nb,0.5701301779620155,19176881.642803922,9.062793114812278e-08,-16.216503380591195
352,132I,-1110.0155937215713,7419.844280872904,0.00026180698151950717,-8.247903037466246
353,8Li,0.5728163486854708,19297467.666818548,2.657679924962608e-08,-17.443227210414726
354,213At,-5.396626297005169,1288736.0174370608,3.961010976753619e-15,-33.16227710506707
355,60Co,-25692707.383929472,0.3208522268595039,5.2714,1.6622959819222791
356,64Mn,-0.9227743410954437,4287327.182834721,2.8139021978857705e-09,-19.68869363440697
357,128Sn,-803.6630128199871,10244.739186091807,0.0001123089208304814,-9.094257261881712
358,51Ar,-0.531586578297684,5382368.072328048,9.506426344208685e-10,-20.773882902742937
359,90Rh,-1.7027998439175835,3050008.574473999,9.189545466068395e-10,-20.80778445441862
360,274Hs,-9.97136529188993,751370.7254947828,1.5844043907014474e-08,-17.9604721859829
361,150Gd,-367109.52541832376,22.455261095121276,0.0017900000000000001,-6.325539659129474
362,55Zn,-0.6517110156586128,4990923.122074433,6.274241387177732e-10,-21.189398346704603
363,211Pa,-5.336564078253947,1300951.5247113458,1.901285268841737e-10,-22.383320815177036
364,79Ge,-65.15691874205977,124606.20681529272,6.014399067102694e-07,-14.323939212241173
365,196At,-5.999276710125318,1177773.5100985912,1.1946409105888913e-08,-18.242835096957084
366,21B,0.3693467031121665,13071465.319718761,2.4082946738662e-29,-65.89604880399968
367,120Rh,-2.6209542184515,2276627.1545297178,4.106776180698151e-09,-19.31062750048692
368,108Sb,-35.27291840477265,227264.94204422654,2.3449184982381423e-07,-15.265845005212832
369,151Gd,-84966424.5343819,0.09702141342523389,0.33921971252566735,-1.081107261995712
370,243Pu,-86883.08537593161,94.88000781002899,0.0005652863335614876,-7.478178170125434
371,224At,-1458.110688986628,5649.717160773375,4.753213172104342e-06,-12.2566897113267
372,146Ba,-14.909810732773893,518143.35427976155,6.812938880016224e-08,-16.501857163283386
373,246Pu,-3086871.2068994427,2.670522829098819,0.029678302532511976,-3.517339054619309
374,147Tm,-5.330764707792778,1302143.2764494158,1.837909093213679e-08,-17.81205218086463
375,183Os,-371060.6518641317,22.21615372437917,0.001483002509696555,-6.513686523517218
376,214Pb,-2378.804040118795,3463.967015798542,5.1448779374857396e-05,-9.874923820458214
377,139Gd,-35.45643107103162,226120.94647920632,1.80622100539965e-07,-15.526858830582452
378,152Pr,-24.866450352177083,318697.0994008765,1.1312647349608333e-07,-15.994759409631408
379,154Ba,-3.624800510622565,1782468.81786603,1.6794686541435342e-09,-20.20478837085297
380,117Rh,-3.3525324681803736,1893969.2602642276,1.3340684969706187e-08,-18.13244745072271
381,137Pm,-713.3341548278072,11540.205159338568,3.802570537683474e-06,-12.47983326264091
382,127Pd,-2.8139509363623185,2161423.373447532,1.2041473369331e-09,-20.53749412467871
383,49K,-2.477814281038915,2370328.612421778,3.9926990645676474e-08,-17.03621328445957
384,79Zn,-2.920695309912167,2102576.7236220893,2.3639313509265594e-08,-17.560354684201332
385,22Si,0.33931559371511943,12477307.804781264,9.094481202626308e-10,-20.818183161639517
386,21Mg,0.36738534928005057,13030938.644329527,3.802570537683474e-09,-19.387588541623046
387,53Ni,-0.5916543997293685,5179241.6120216055,1.749182447334398e-09,-20.164117331122043
388,14B,0.5795644687414444,19607197.97957814,3.916647653813978e-10,-21.660614832375547
389,110Te,-89.30641838446013,91284.3499555084,5.893984333409384e-07,-14.344163424703801
390,23Mg,-10.613131265155115,709848.4044325066,3.581989758410018e-07,-14.842177206505903
391,40Mg,-0.2012443750244448,6862519.29285235,3.168808781402895e-11,-24.175080284405094
392,127Pr,-24.069350364658565,328830.32783557696,1.330899688189216e-07,-15.832240480133633
393,159Yb,-691.6471319413623,11901.533001270687,3.1751463989657004e-06,-12.660156816772192
394,257Lr,-69.7415621336134,116530.68507966441,1.9012852688417367e-07,-15.475565536194901
395,25Al,-7.1438940125292545,1012238.4557501635,2.2709585012801984e-07,-15.297893661326297
396,20C,0.3993778124877776,13725038.5857047,5.070094050244632e-10,-21.402491562165313
397,100Kr,-2.003110937561112,2745007.71714094,3.802570537683474e-10,-21.690173634617093
398,185Hf,-1684.9841160637895,4889.466407478135,6.654498440946079e-06,-11.920217474705487
399,121Ru,-2.6337642346003065,2268601.4190302473,9.189545466068395e-10,-20.80778445441862
400,176Tl,-4.285475250107557,1559663.4756482614,1.964661444469795e-10,-22.35053099235405
401,76Kr,-707976.9011761943,11.643813578559767,0.0016883413187314626,-6.384008700208685
402,160Tb,-2898752.60691749,2.843830079025499,0.1979466119096509,-1.61975792146609
403,41Cl,-67.82952320429634,119767.83094323473,1.2168225720587115e-06,-13.619267545829274
404,127Sb,-186638.09827540058,44.168466174603964,0.01054072553045859,-4.552508902331116
405,164Eu,-31.089452961953853,256893.21375498088,1.3182244530636044e-07,-15.841809931149784
406,103Rb,-2.0932042656961176,2665056.036052124,8.238902831647526e-10,-20.91698374638361
407,50Co,-0.5015554949645773,5490015.3385473685,1.229497807184323e-09,-20.516660037775864
408,92Rb,-18.274173345145464,427699.93562976335,1.419626334068497e-07,-15.767701958996062
409,111In,-2437969.903653236,3.381321198986768,0.0076791238877481184,-4.869249815445976
410,219Bi,-84.88058582332793,95988.66402697965,2.7568636398205184e-07,-15.104001979762417
411,20B,0.3993778124877776,13725038.5857047,2.891221132152001e-29,-65.71328874686982
412,9Li,0.7240770667307606,29876323.078197088,5.646817248459958e-09,-18.992173769368385
413,120Xe,-366.8324738553849,22411.187931918736,8.74591223667199e-05,-9.34433904671176
